Date of data Extraction,Brand,Product name,Category,Pack size,Serving size,Servings per pack,Product code,Energy per 100g (or 100ml),Protein per 100g (or 100ml),Total fat per 100g (or 100ml),Saturated fat per 100g (or 100ml),Carbohydrate per 100g (or 100ml),Sugars per 100g (or 100ml),Sodium per 100g (or 100ml),Original Price,Price Promoted,Price Promoted Price,Multi Buy Special,Multi Buy Special Details,Multi Buy Price
2018-08-15 06:09:44 UTC,Arnott's,Messina Choc Mint Tim Tams,Pantry,160g,,,2869977P,,,,,,,,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Sesame & Poppy Seed Vita-Weat Crackers,Pantry,130g,20g,6.5,7450005P,1770kJ,10.5g,10.9g,1.4g,66.0g,3.5g,684mg,2,FALSE,2,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Malt-O-Milk Biscuits,Pantry,250g,21.3g (3 Biscuits),11.7,329447P,1880kJ,6.0g,12.4g,5.9g,76.2g,27.6g,224mg,2.85,FALSE,2.85,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Butternut Snap Biscuits,Pantry,250g,23.8g (2 Biscuits),10.5,328885P,2030kJ,4.6g,20.6g,14.0g,67.9g,37.5g,536mg,2.85,TRUE,2,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Classic Dark Chocolate Tim Tams,Pantry,200g,18.3 g (1 Biscuit),11,6025536P,2160kJ,4.4g,26.5g,14.4g,64.3g,42.4g,153mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Lemon Crisp Biscuits,Pantry,250g,13.2g (1 Biscuit),19,329414P,2220kJ,4.7g,27.8g,13.7g,64.4g,25.1g,515mg,2.85,FALSE,2.85,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Minis Choc Chip Cookies 7 pack,Pantry,175g,,,2992157P,,,,,,,,4,FALSE,4,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Classic Assorted Biscuits,Pantry,500g,25g,20,329061P,2060kJ,4.8g,22.8g,13.2g,65.8g,32.2g,416mg,5.97,TRUE,4.5,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Tic Toc Biscuits,Pantry,250g,17.8g (2 Biscuits),14,329549P,1810kJ,4.6g,12.8g,6.2g,73.0g,38.8g,220mg,3.05,FALSE,3.05,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Orange Slice Biscuits,Pantry,250g,14.7g (1 Biscuit),17,329119P,2050kJ,5.0g,20.2g,10.0g,70.6g,35.5g,335mg,2.85,FALSE,2.85,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Nice Biscuits,Pantry,250g,23.8g,10.5,328987P,1890kJ,4.7g,13.1g,6.3g,77.2g,,320mg,2,TRUE,1.5,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Scotch Finger Minis Biscuits 8 pack,Pantry,200g,,,2992179P,,,,,,,,4,FALSE,4,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Gaiety Chocolate Biscuits,Pantry,160g,13.3g,12,329618P,2240kJ,5.3g,30.1g,17.0g,59.9g,46.6g,63mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Tina Wafers,Pantry,250g,16.7g (2 biscuits),15,5725259P,2180kJ,2.9g,26.0g,12.9g,68.3g,44.1g,54mg,3.05,FALSE,3.05,FALSE,,
2018-08-15 06:09:44 UTC,Arnott's,Hundreds & Thousands Biscuits,Pantry,200g,16.6g (2 Biscuits),12,329389P,1730kJ,4.2g,8.4g,4.0g,78.2g,44.1g,239mg,3.05,FALSE,3.05,FALSE,,
2018-08-15 06:09:45 UTC,Arnott's,Shredded Wheatmeal Biscuits,Pantry,250g,23.4g (3 Biscuits),10.7,329276P,1717kJ,7.8g,11.6g,5.4g,63.8g,16.5g,454mg,2,TRUE,1.5,FALSE,,
2018-08-15 06:09:45 UTC,Arnott's,Vita Weat Cracker Chips Chilli Lime & Coriander,Pantry,120g,,,2992044P,,,,,,,,3.5,FALSE,3.5,FALSE,,
2018-08-15 06:09:45 UTC,Arnott's,Entertainers Crackers Rosemary & Sea Salt,Pantry,150g,,,2784568P,,,,,,,,3.8,FALSE,3.8,FALSE,,
2018-08-15 06:09:45 UTC,Arnott's,Full O' Fruit Biscuits,Pantry,250g,20g (2 biscuits),12.5,344349P,1540kJ,5.5g,5.4g,2.3g,72.5g,48.0g,135mg,3.7,FALSE,3.7,FALSE,,
2018-08-15 06:09:45 UTC,Arnott's,Milk Coffee Biscuits,Pantry,250g,25.8g (3 biscuits),9.7,329017P,1788kJ,6.7g,10.7g,5.2g,73.9g,22.8g,276mg,2,TRUE,1.5,FALSE,,
2018-08-15 06:09:45 UTC,Arnott's,Original Jatz Crackers,Pantry,225g,25g,9,8646782P,,6.9g,,,67.2g,6.0g,490mg,0,FALSE,0,FALSE,,
2018-08-15 06:09:45 UTC,Arnott's,Gingernut Biscuits,Pantry,250g,26.4g (2 Biscuits),9.5,328921P,1780kJ,4.8g,8.8g,4.2g,79.5g,43.2g,241mg,0,FALSE,0,FALSE,,
2018-08-15 06:09:45 UTC,Arnott's,Chill Me Choc Cherry Coconut Tim Tam,Pantry,160g,,,2869897P,,,,,,,,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:46 UTC,Arnott's,Cracked Pepper Jatz Crackers,Pantry,225g,25g,9,8646793P,1910kJ,8.2g,18.1g,4.4g,63.0g,2.1g,878mg,0,FALSE,0,FALSE,,
2018-08-15 06:09:46 UTC,Arnott's,Chewy Caramel Tim Tams,Pantry,175g,19.4g,9,8655375P,2090kJ,4.9g,23.9g,13.5g,65.6g,46.2g,194mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:47 UTC,Arnott's,Kingston Biscuits,Pantry,200g,13.3g (1 Biscuit),15,329560P,2100kJ,4.8g,25.5g,17.2g,61.5g,41.2g,528mg,2.85,FALSE,2.85,FALSE,,
2018-08-15 06:09:47 UTC,Arnott's,Caramel Crowns Chocolate Biscuits,Pantry,200g,16.7g (1 Biscuit),12,25078P,1900kJ,5.4g,19.5g,11.6g,63.4g,44.6g,130mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:47 UTC,Arnott's,Entertainers Crackers Poppy Sesame Seed,Pantry,150g,,,2784579P,,,,,,,,3.8,FALSE,3.8,FALSE,,
2018-08-15 06:09:47 UTC,Arnott's,Spicy Fruit Roll Biscuits,Pantry,250g,,,329232P,,,,,,,,4.2,FALSE,4.2,FALSE,,
2018-08-15 06:09:47 UTC,Arnott's,Nacho Cheese Shapes,Pantry,160g,25g,6.4,5591888P,1920kJ,12.9g,17.3g,4.6g,60.8g,1.4g,822mg,3,FALSE,3,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Original Chocolate Tim Tams,Pantry,200g,18.3g,11,329607P,2180kJ,4.8g,27.0g,14.9g,64.4g,44.2g,160mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Raspberry Shortcake Biscuits,Pantry,250g,15.6g (1 Biscuit),16,329775P,1850kJ,4.3g,17.4g,9.2g,65.9g,32.3g,170mg,2.85,FALSE,2.85,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Shapes Multipack Variety 15 Pack,Pantry,375g,,,2992180P,,,,,,,,5,FALSE,5,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Chocolate Coated Teddy Bear Biscuits,Pantry,200g,16.7g (1 Biscuit),12,329582P,1990kJ,5.9g,19.2g,10.9g,67.5g,36.1g,180mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Original Pizza Shapes,Pantry,190g,,,2734457P,,,,,,,,3,FALSE,3,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Family Assorted Biscuits,Pantry,500g,25g,20,328910P,1910kJ,5.5g,15.5g,8.3g,72.1g,25.6g,367mg,4.5,FALSE,4.5,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Cheddar Shapes,Pantry,175g,25g,7,8638263P,2000kJ,12.7g,21.5g,7.2g,56.6g,1.6g,764mg,3,FALSE,3,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Chicken Crimpy Shapes,Pantry,175g,25g,7,8638285P,1960kJ,7.8g,19.7g,4.0g,63.3g,7.1g,958mg,3,FALSE,3,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Original Chocolate Tim Tams Value Pack,Pantry,330g,18.3g (1 Biscuit),18,1213404P,,4.8g,,,64.4g,44.2g,160mg,3.6,FALSE,3.6,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Original BBQ Shapes,Pantry,175g,,,2734446P,,,,,,,,3,FALSE,3,FALSE,,
2018-08-15 06:09:49 UTC,Arnott's,Assorted Creams Biscuits,Pantry,500g,20g,25,328874P,2080kJ,4.7g,23.3g,12.1g,65.7g,33.5g,341mg,5,FALSE,5,FALSE,,
2018-08-15 06:09:50 UTC,Arnott's,Shortbread Cream Biscuits,Pantry,250g,16.7g (1 Biscuit),15,329196P,2210kJ,5.2g,26.7g,13.1g,66.1g,27.6g,388mg,2.85,FALSE,2.85,FALSE,,
2018-08-15 06:09:50 UTC,Arnott's,Tiny Teddy Spotty Dog Biscuits 8 Pack,Pantry,184g,,,2992113P,,,,,,,,4,FALSE,4,FALSE,,
2018-08-15 06:09:50 UTC,Arnott's,Sao Crackers,Pantry,250g,25.8g,10,329152P,1900kJ,12.0g,16.6g,6.2g,62.1g,0.5g,750mg,2.85,FALSE,2.85,FALSE,,
2018-08-15 06:09:50 UTC,Arnott's,Tiny Teddy Hundreds & Thousands Biscuits 8 pack,Pantry,184g,,,2992099P,,,,,,,,4,FALSE,4,FALSE,,
2018-08-15 06:09:50 UTC,Arnott's,White Chocolate Tim Tams,Pantry,165g,,,7243805P,,,,,,,,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Lattice Biscuits,Pantry,200g,20g (2 Biscuits),10,329797P,2160kJ,11.2g,27.3g,22.8g,55.3g,11.9g,390mg,2.85,TRUE,2,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Granita Biscuits,Pantry,250g,23.8g (2 Biscuits),10.5,328932P,1870kJ,7.5g,19.2g,9.3g,58.6g,18.3g,401mg,2.85,TRUE,2,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Monte Chocolate Biscuits,Pantry,200g,12.5g (1 Biscuit),16,235060P,2090kJ,5.2g,24.5g,13.7g,63.5g,35.8g,266mg,2.5,FALSE,2.5,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Vitaweat Crisp 5 Super Seeds,Pantry,250g,,,2364675P,,,,,,,,3.8,FALSE,3.8,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Tim Tam Bites,Pantry,170g,,,2869900P,,,,,,,,4.4,FALSE,4.4,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Shapes Light & Crispy Multipack Variety 12 pack,Pantry,240g,,,2992190P,,,,,,,,5,FALSE,5,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Sesame Wheat Crackers,Pantry,250g,35g,7,329185P,1930kJ,9.8g ,19.6g,7.3g ,58.6g,0.3g ,1230mg,3.8,TRUE,3,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Iced VoVo Biscuits,Pantry,210g,13.1g,16,155732P,1760kJ,3.6g,11.6g,7.6g,73.6g,44.1g,205mg,2.85,TRUE,2,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Vita Weat Cracker Chips Multigrain & Sea Salt,Pantry,120g,,,2992022P,,,,,,,,3.5,FALSE,3.5,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Crackers Original Pizza Shapes 8 Pack,Pantry,200g,,,2992226P,,,,,,,,4,FALSE,4,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Venetian Biscuits,Pantry,200g,12.5g (1 Biscuit),16,329403P,2190kJ,4.4g,28.1g,20.2g,62.4g,37.7g,384mg,2.85,TRUE,2,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Chocolate Ripple Biscuits,Pantry,250g,17.8g (2 Biscuits),14,329709P,1900kJ,4.7g,16.3g,7.9g,70.1g,38.4g,373mg,2.85,TRUE,2,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Tiny Teddy Chocolate Biscuits 8 pack,Pantry,200g,,,2992102P,,,,,,,,4,FALSE,4,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Crackers Crimpy Chicken Shapes 8 Pack,Pantry,200g,,,2992237P,,,,,,,,4,FALSE,4,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Triple Wafer Biscuits,Pantry,200g,14.3g (2 biscuits),14,329345P,2190kJ,3.6g,26.0g,13.0g,67.9g,43.4g,65mg,3.05,FALSE,3.05,FALSE,,
2018-08-15 06:09:51 UTC,Arnott's,Arrowroot Milk Biscuits,Pantry,250g,24.3g (3 Biscuits),10.3,329028P,1840kJ,6.1g,10.9g,5.2g,76.8g,22.2g,272mg,2,TRUE,1.5,FALSE,,
2018-08-15 06:09:52 UTC,Arnott's,Twisted Faves Choc Chip Scotch Finger,Pantry,232g,,,2471653P,,,,,,,,2.8,TRUE,2,FALSE,,
2018-08-15 06:09:53 UTC,Arnott's,Chill Me Iced Coffee Tim Tam,Pantry,160g,,,2869966P,,,,,,,,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:53 UTC,Arnott's,Vita Weat Cracker Chips Classic Cheddar Chives,Pantry,120g,,,2992033P,,,,,,,,3.5,FALSE,3.5,FALSE,,
2018-08-15 06:09:53 UTC,Arnott's,Vita Weat Cracker Chips Chilli Lime & Coriander,Pantry,126g,,,2992339P,,,,,,,,4.2,FALSE,4.2,FALSE,,
2018-08-15 06:09:53 UTC,Arnott's,Chill Me Turkish Delight Black Forest Biscuits,Pantry,175g,,,2869988P,,,,,,,,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:09:53 UTC,Arnott's,Vita Weat Multipack Cracker Chip Multigrain & Salt 7 pack,Pantry,126g,,,2992328P,,,,,,,,4.2,FALSE,4.2,FALSE,,
2018-08-15 06:09:56 UTC,Arnott's,Rye Cruskits,Pantry,125g,11.9g (2 Biscuits),10.5,9611772P,1390kJ,9.0g,1.5g,0.3g,63.7g,1.7g,641mg,3,FALSE,3,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,Original Vita-Weat,Pantry,250g,23.2g (4 Biscuits),11,117256P,1630kJ,11.2g,7.2g,1.0g,64.0g,1.8g,490mg,3.5,FALSE,3.5,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,Country Cheese Crackers,Pantry,250g,15g (3 Biscuits),16.7,386393P,1800kJ,10.3g,14.3g,7.4g,63.1g,5.1g,1320mg,3.8,TRUE,3,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,Light Original Salada,Pantry,250g,35g,7,7411932P,1640kJ,13.0g,2.5g,0.7g,76.5g,1.7g,1190mg,3,TRUE,2,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,Sesame Vita-Weat,Pantry,250g,23.2g (4 Biscuits),11,358897P,1650kJ,11.7g,10.2g,1.5g,57.8g,1.6g,570mg,3.5,FALSE,3.5,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,Corn Cruskits,Pantry,125g,12.5g,10,9079462P,1600kJ,7.3g,2.2g,0.3g,81.2g,0.9g,890mg,3,FALSE,3,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,Light Cruskits,Pantry,125g,11.4g (2 Biscuits),11,9611783P,1570kJ,11.8g,1.3g,0.3g,75.7g,3.8g,858mg,3,FALSE,3,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,Multigrain Vita-Weat Crackers,Pantry,140g,20g (6 Biscuits),7,7449946P,1800kJ,10.3g,12.7g,1.5g,64.3g,3.6g,680mg,2,FALSE,2,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,Clix Crackers,Pantry,250g,15g,16.7,329833P,2150kJ,7.0g,24.7g,11.3g,64.3g,5.5g,780mg,3,FALSE,3,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,9 Grains Vita-Weat,Pantry,250g,23.2g,11,7439782P,1570kJ,12.2g,9.4g,1.1g,62.3g,1.8g,452mg,3.5,FALSE,3.5,FALSE,,
2018-08-15 06:09:57 UTC,Arnott's,Original Salada,Pantry,250g,27.8g,9,329800P,1790kJ,10.4g,10.0g,1.2g,71.5g,0.4g,994mg,3,TRUE,2,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Mint Slice Chocolate Biscuits Value Pack,Pantry,337g,15.4g (1 Biscuit),22,1213415P,,4.0g,,,61.7g,42.2g,135mg,3.6,FALSE,3.6,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Half Coated Chocolate Tiny Teddy Biscuits,Pantry,200g,25g (9 Biscuits),8,6027746P,1960kJ,6.8g,18.2g,10.3g,66.4g,32.4g,321mg,3,FALSE,3,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Cheds Crackers,Pantry,250g,15.6g,16,329888P,2100kJ,10.1g,26.5g,13.2g,54.5g,1.3g,876mg,3.8,TRUE,3,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Crackers Original Bbq Shapes 8 Pack,Pantry,200g,,,2992215P,,,,,,,,4,FALSE,4,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Mini Chocolate Wagon Wheels,Pantry,190g,25g (1 Biscuit),8,8707049P,1810kJ,3.6g,15.8g,11.2g,67.2g,43.4g,114mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Double Coat Chocolate Tim Tams,Pantry,200g,22.2 g (1 Biscuit),9,7029292P,2200kJ,5.3g,27.8g,15.8g,63.0g,46.5g,144mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Mint Slice Chocolate Biscuits,Pantry,200g,15.4 (1 Biscuit),13,329571P,2200kJ,4.0g,29.0g,15.6g,61.7g,42.2g,135mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Marie Biscuits,Pantry,250g,24.3g (3 Biscuits),10.3,329006P,1860kJ,5.9g,12.0g,5.7g,76.2g,21.4g,192mg,2,TRUE,1.5,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Cheese & Bacon Shapes,Pantry,180g,25g,7.2,8638241P,1960kJ,13.7g,18.0g,4.1g,60.9g,0.6g,776mg,3,FALSE,3,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Milk Chocolate Royals,Pantry,200g,16.7g (1 Biscuit),12,358718P,1800kJ,4.7g,16.0g,9.2g,65.6g,46.5g,111mg,3.65,TRUE,2.5,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Original Chocolate TeeVee Snacks,Pantry,175g,20.4g (4 Biscuits),8.6,9503532P,1970kJ,5.9g,18.6g,10.5g,68.1g,35.2g,187mg,3.65,TRUE,1.82,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Teddy Bear Biscuits,Pantry,250g,20.8g (2 Biscuits),12,329243P,1880kJ,5.6g,11.3g,5.4g,76.2g,25.1g,293mg,2.75,FALSE,2.75,FALSE,,
2018-08-15 06:10:10 UTC,Arnott's,Monte Carlo Biscuits,Pantry,250g,20.8g (1 Biscuit),12,329072P,2060kJ,3.3g,22.6g,11.4g,67.9g,37.1g,285mg,2.85,FALSE,2.85,FALSE,,
2018-08-15 06:09:40 UTC,Aroona,Pure Spring Water Sports Cap,Drinks,1L,200mL,5,6648175P,0kJ,0g,0g,,0g,0g,0.5mg,1.35,FALSE,1.35,FALSE,,
2018-08-15 06:09:40 UTC,Aroona,Pure Spring Water Fridge Pack,Drinks,3L,200ml,1,6643229P,,,,,,,,0,FALSE,0,FALSE,,
2018-08-15 06:09:45 UTC,Artisan,Muscatels On Vine,Pantry,100g,,,3054447P,,,,,,,,9,FALSE,9,FALSE,,
2018-08-15 06:09:45 UTC,Artisan,Whole Dried Cranberries,Pantry,100g,,,3054480P,,,,,,,,7,FALSE,7,FALSE,,
2018-08-15 06:09:46 UTC,Artisan,Sour Red Cherries,Pantry,90g,,,3054491P,,,,,,,,7,FALSE,7,FALSE,,
2018-08-15 06:09:53 UTC,Artisan,Wild Baby Figs,Pantry,150g,,,3054505P,,,,,,,,9,FALSE,9,FALSE,,
2018-08-15 06:09:46 UTC,Asahi,Super Dry Beer Cans 500ml,Liquor,24 pack,,,2515293P,,,,,,,,87,FALSE,87,FALSE,,
